,faculty_name,publications,adjusted,university_name,faculty_home_page,dblp,faculty_areaname
48,Zachary Tatlock,17.0,3.7,University of Washington,https://homes.cs.washington.edu/~ztatlock,https://dblp.org/pers/hd/t/Tatlock:Zachary,pl
49,Amy J Ko,16.0,4.1,University of Washington,http://faculty.washington.edu/ajko,https://dblp.org/pers/hd/k/Ko:Amy_J%3D,hci
50,Vikram Iyer,15.0,3.6,University of Washington,https://homes.cs.washington.edu/~vsiyer,https://dblp.org/pers/hd/i/Iyer:Vikram,mobile
50,Vikram Iyer,15.0,3.6,University of Washington,https://homes.cs.washington.edu/~vsiyer,https://dblp.org/pers/hd/i/Iyer:Vikram,hci
50,Vikram Iyer,15.0,3.6,University of Washington,https://homes.cs.washington.edu/~vsiyer,https://dblp.org/pers/hd/i/Iyer:Vikram,networks
51,Dan Grossman,14.0,3.6,University of Washington,http://homes.cs.washington.edu/~djg,https://dblp.org/pers/hd/g/Grossman:Dan,pl
52,Pang Wei Koh,14.0,3.1,University of Washington,https://koh.pw,https://dblp.org/pers/hd/k/Koh:Pang_Wei,ml
53,Ranjay Krishna,14.0,3.0,University of Washington,http://www.ranjaykrishna.com/index.html,https://dblp.org/pers/hd/k/Krishna:Ranjay,vision
54,Thomas Rothvo,14.0,7.7,University of Washington,https://www.math.washington.edu/~rothvoss,https://dblp.org/pers/hd/r/Rothvo=szlig=:Thomas,theory
55,Tim Althoff,13.0,3.4,University of Washington,http://www.timalthoff.com,https://dblp.org/pers/hd/a/Althoff:Tim,web
55,Tim Althoff,13.0,3.4,University of Washington,http://www.timalthoff.com,https://dblp.org/pers/hd/a/Althoff:Tim,ir
56,Leilani Battle,13.0,2.8,University of Washington,https://homes.cs.washington.edu/~leibatt/bio.html,https://dblp.org/pers/hd/b/Battle:Leilani,hci
56,Leilani Battle,13.0,2.8,University of Washington,https://homes.cs.washington.edu/~leibatt/bio.html,https://dblp.org/pers/hd/b/Battle:Leilani,db
56,Leilani Battle,13.0,2.8,University of Washington,https://homes.cs.washington.edu/~leibatt/bio.html,https://dblp.org/pers/hd/b/Battle:Leilani,visualization
57,Gary Hsieh,13.0,3.8,University of Washington,http://faculty.washington.edu/garyhs,https://dblp.org/pers/hd/h/Hsieh:Gary,hci
58,Anna R Karlin,13.0,4.0,University of Washington,http://www.cs.washington.edu/people/faculty/karlin,https://dblp.org/pers/hd/k/Karlin:Anna_R%3D,theory
58,Anna R Karlin,13.0,4.0,University of Washington,http://www.cs.washington.edu/people/faculty/karlin,https://dblp.org/pers/hd/k/Karlin:Anna_R%3D,ecom
59,Adriana Schulz,13.0,2.3,University of Washington,https://homes.cs.washington.edu/~adriana,https://dblp.org/pers/hd/s/Schulz:Adriana,graphics
60,Rajesh P N Rao,11.0,3.0,University of Washington,https://homes.cs.washington.edu/~rao,https://dblp.org/pers/hd/r/Rao:Rajesh_P%3D_N%3D,robotics
61,Linda G Shapiro,11.0,3.1,University of Washington,http://cs.washington.edu/homes/shapiro,https://dblp.org/pers/hd/s/Shapiro:Linda_G%3D,vision
62,Amy X Zhang,11.0,3.9,University of Washington,https://people.csail.mit.edu/axz,https://dblp.org/pers/hd/z/Zhang:Amy_X%3D,hci
63,Ren Just,10.0,1.9,University of Washington,https://homes.cs.washington.edu/~rjust,https://dblp.org/pers/hd/j/Just:Ren%3Deacute%3D,se
63,Ren Just,10.0,1.9,University of Washington,https://homes.cs.washington.edu/~rjust,https://dblp.org/pers/hd/j/Just:Ren%3Deacute%3D,hci
64,James R Lee,10.0,3.9,University of Washington,https://homes.cs.washington.edu/~jrl,https://dblp.org/pers/hd/l/Lee:James_R%3D,theory
65,Michael B Taylor,10.0,4.2,University of Washington,http://cseweb.ucsd.edu/~mbtaylor,https://dblp.org/pers/hd/t/Taylor:Michael_B%3D,arch
65,Michael B Taylor,10.0,4.2,University of Washington,http://cseweb.ucsd.edu/~mbtaylor,https://dblp.org/pers/hd/t/Taylor:Michael_B%3D,eda
66,Richard J Anderson,9.0,2.5,University of Washington,http://www.cs.washington.edu/people/faculty/anderson,https://dblp.org/pers/hd/a/Anderson:Richard_J%3D,hci
67,David Kohlbrenner,8.0,2.1,University of Washington,https://homes.cs.washington.edu/~dkohlbre,https://dblp.org/pers/hd/k/Kohlbrenner:David,security
68,SuIn Lee,8.0,2.6,University of Washington,http://suinlee.cs.washington.edu,https://dblp.org/pers/hd/l/Lee:Su%3DIn,ml
69,Aylin Caliskan,7.0,2.7,University of Washington,https://faculty.washington.edu/aylin/index.html,https://dblp.org/pers/hd/c/Caliskan:Aylin,nlp
69,Aylin Caliskan,7.0,2.7,University of Washington,https://faculty.washington.edu/aylin/index.html,https://dblp.org/pers/hd/c/Caliskan:Aylin,security
70,Sheng Wang,6.0,1.5,University of Washington,https://homes.cs.washington.edu/~swang,https://dblp.org/pers/hd/w/Wang_0012:Sheng,nlp
71,Paul Beame,6.0,2.4,University of Washington,http://www.cs.washington.edu/people/faculty/beame,https://dblp.org/pers/hd/b/Beame:Paul,theory
72,Tanushree Mitra,6.0,2.2,University of Washington,http://faculty.washington.edu/tmitra,https://dblp.org/pers/hd/m/Mitra:Tanushree,hci
73,Alan Borning,4.0,1.3,University of Washington,http://www.cs.washington.edu/people/faculty/borning,https://dblp.org/pers/hd/b/Borning:Alan,hci
74,Mark Oskin,4.0,0.5,University of Washington,http://homes.cs.washington.edu/~oskin,https://dblp.org/pers/hd/o/Oskin:Mark,arch
75,Cecilia R Aragon,3.0,0.6,University of Washington,http://faculty.washington.edu/aragon,https://dblp.org/pers/hd/a/Aragon:Cecilia_R%3D,hci
76,Georg Seelig,3.0,0.6,University of Washington,https://homes.cs.washington.edu/~seelig,https://dblp.org/pers/hd/s/Seelig:Georg,arch
77,Anup Rao,2.0,0.6,University of Washington,http://homes.cs.washington.edu/~anuprao,https://dblp.org/pers/hd/r/Rao_0001:Anup,theory
78,Abhishek Gupta,2.0,0.3,University of Washington,https://abhishekunique.github.io,https://dblp.org/pers/hd/g/Gupta:Abhishek,hci
79,Edward D. Lazowska,1.0,0.2,University of Washington,http://www.cs.washington.edu/people/faculty/lazowska,https://dblp.org/pers/hd/l/Lazowska:Edward_D%3D,unknown
0,Thomas Ristenpart    Tech,66.0,15.1,Cornell University,http://tech.cornell.edu/people/thomas-ristenpart,https://dblp.org/pers/hd/r/Ristenpart:Thomas,security
1,Noah Snavely    Tech,64.0,17.2,Cornell University,http://www.cs.cornell.edu/~snavely,https://dblp.org/pers/hd/s/Snavely:Noah,vision
2,Kilian Q Weinberger,62.0,12.9,Cornell University,http://www.cs.cornell.edu/~kilian,https://dblp.org/pers/hd/w/Weinberger:Kilian_Q%3D,ml
3,Alexander M Rush    Tech,55.0,16.6,Cornell University,http://rush.seas.harvard.edu,https://dblp.org/pers/hd/r/Rush:Alexander_M%3D,nlp
4,Claire Cardie,49.0,17.5,Cornell University,http://www.cs.cornell.edu/home/cardie,https://dblp.org/pers/hd/c/Cardie:Claire,nlp
5,Carla P Gomes,48.0,11.5,Cornell University,http://www.cs.cornell.edu/gomes,https://dblp.org/pers/hd/g/Gomes:Carla_P%3D,ai
6,Daniel D Lee    Tech,48.0,15.2,Cornell University,http://www.seas.upenn.edu/~ddlee,https://dblp.org/pers/hd/l/Lee:Daniel_D%3D,robotics
7,Bharath Hariharan,47.0,12.1,Cornell University,http://home.bharathh.info,https://dblp.org/pers/hd/h/Hariharan:Bharath,vision
8,Jon M Kleinberg,45.0,14.8,Cornell University,https://www.cs.cornell.edu/home/kleinber,https://dblp.org/pers/hd/k/Kleinberg:Jon_M%3D,web
8,Jon M Kleinberg,45.0,14.8,Cornell University,https://www.cs.cornell.edu/home/kleinber,https://dblp.org/pers/hd/k/Kleinberg:Jon_M%3D,ir
8,Jon M Kleinberg,45.0,14.8,Cornell University,https://www.cs.cornell.edu/home/kleinber,https://dblp.org/pers/hd/k/Kleinberg:Jon_M%3D,ecom
9,Rafael Pass    Tech,41.0,14.1,Cornell University,http://www.cs.cornell.edu/~rafael,https://dblp.org/pers/hd/p/Pass:Rafael,crypto
9,Rafael Pass    Tech,41.0,14.1,Cornell University,http://www.cs.cornell.edu/~rafael,https://dblp.org/pers/hd/p/Pass:Rafael,theory
10,Zhiru Zhang,39.0,9.6,Cornell University,http://www.csl.cornell.edu/~zhiruz,https://dblp.org/pers/hd/z/Zhang:Zhiru,eda
11,Christopher De Sa,37.0,11.0,Cornell University,http://www.cs.cornell.edu/~cdesa,https://dblp.org/pers/hd/s/Sa:Christopher_De,ml
12,Robert D Kleinberg,35.0,10.7,Cornell University,http://www.cs.cornell.edu/~rdk,https://dblp.org/pers/hd/k/Kleinberg:Robert_D%3D,theory
12,Robert D Kleinberg,35.0,10.7,Cornell University,http://www.cs.cornell.edu/~rdk,https://dblp.org/pers/hd/k/Kleinberg:Robert_D%3D,ecom
13,Justin Hsu,33.0,8.0,Cornell University,https://justinh.su,https://dblp.org/pers/hd/h/Hsu:Justin,pl
14,Ari Juels    Tech,33.0,7.4,Cornell University,http://tech.cornell.edu/people/ari-juels,https://dblp.org/pers/hd/j/Juels:Ari,security
15,Hadas KressGazit,32.0,11.0,Cornell University,https://www.mae.cornell.edu/people/profile.cfm?netid=hk478,https://dblp.org/pers/hd/k/Kress=Gazit:Hadas,robotics
16,Steve Marschner,32.0,6.7,Cornell University,http://www.cs.cornell.edu/~srm,https://dblp.org/pers/hd/m/Marschner:Steve,graphics
17,G Edward Suh,32.0,8.7,Cornell University,http://www.csl.cornell.edu/~suh,https://dblp.org/pers/hd/s/Suh:G%3D_Edward,arch
17,G Edward Suh,32.0,8.7,Cornell University,http://www.csl.cornell.edu/~suh,https://dblp.org/pers/hd/s/Suh:G%3D_Edward,eda
18,Kavita Bala,30.0,7.8,Cornell University,http://www.cs.cornell.edu/~kb,https://dblp.org/pers/hd/b/Bala:Kavita,vision
18,Kavita Bala,30.0,7.8,Cornell University,http://www.cs.cornell.edu/~kb,https://dblp.org/pers/hd/b/Bala:Kavita,graphics
19,Yoav Artzi    Tech,28.0,7.3,Cornell University,http://yoavartzi.com,https://dblp.org/pers/hd/a/Artzi:Yoav,nlp
20,Vitaly Shmatikov    Tech,28.0,8.9,Cornell University,https://www.cs.cornell.edu/~shmat,https://dblp.org/pers/hd/s/Shmatikov:Vitaly,security
21,Nathan Kallus    Tech,26.0,12.8,Cornell University,https://nathankallus.com,https://dblp.org/pers/hd/k/Kallus:Nathan,ml
22,Nicola Dell    Tech,25.0,4.9,Cornell University,http://nixdell.com,https://dblp.org/pers/hd/d/Dell:Nicola,hci
23,Franois Guimbretire,25.0,5.1,Cornell University,https://www.cs.cornell.edu/~francois,https://dblp.org/pers/hd/g/Guimbreti=egrave=re:Fran%3Dccedil%3Dois,hci
24,Thorsten Joachims,25.0,7.9,Cornell University,http://www.cs.cornell.edu/people/tj,https://dblp.org/pers/hd/j/Joachims:Thorsten,ml
24,Thorsten Joachims,25.0,7.9,Cornell University,http://www.cs.cornell.edu/people/tj,https://dblp.org/pers/hd/j/Joachims:Thorsten,web
24,Thorsten Joachims,25.0,7.9,Cornell University,http://www.cs.cornell.edu/people/tj,https://dblp.org/pers/hd/j/Joachims:Thorsten,ir
25,Andrew C Myers,25.0,7.3,Cornell University,http://www.cs.cornell.edu/andru,https://dblp.org/pers/hd/m/Myers:Andrew_C%3D,pl
26,Cristian DanescuNiculescuMizil,23.0,7.2,Cornell University,http://www.cs.cornell.edu/~cristian,https://dblp.org/pers/hd/d/Danescu=Niculescu=Mizil:Cristian,nlp
27,Nate Foster,23.0,4.0,Cornell University,http://www.cs.cornell.edu/~jnfoster,https://dblp.org/pers/hd/f/Foster:Nate,pl
27,Nate Foster,23.0,4.0,Cornell University,http://www.cs.cornell.edu/~jnfoster,https://dblp.org/pers/hd/f/Foster:Nate,networks
28,Immanuel Trummer,23.0,11.4,Cornell University,http://as.cornell.edu/immanuel-trummer,https://dblp.org/pers/hd/t/Trummer:Immanuel,db
29,Rachit Agarwal,22.0,5.4,Cornell University,http://www.cs.cornell.edu/~ragarwal,https://dblp.org/pers/hd/a/Agarwal_0001:Rachit,networks
30,Jayadev Acharya,22.0,6.4,Cornell University,http://people.ece.cornell.edu/acharya,https://dblp.org/pers/hd/a/Acharya:Jayadev,ml
31,Bart Selman,21.0,5.3,Cornell University,http://www.cs.cornell.edu/selman,https://dblp.org/pers/hd/s/Selman:Bart,ai
31,Bart Selman,21.0,5.3,Cornell University,http://www.cs.cornell.edu/selman,https://dblp.org/pers/hd/s/Selman:Bart,ml
32,Austin R Benson,19.0,6.5,Cornell University,https://www.cs.cornell.edu/~arb,https://dblp.org/pers/hd/b/Benson:Austin_R%3D,ml
32,Austin R Benson,19.0,6.5,Cornell University,https://www.cs.cornell.edu/~arb,https://dblp.org/pers/hd/b/Benson:Austin_R%3D,web
32,Austin R Benson,19.0,6.5,Cornell University,https://www.cs.cornell.edu/~arb,https://dblp.org/pers/hd/b/Benson:Austin_R%3D,ir
33,Tanzeem Choudhury    Tech,19.0,3.3,Cornell University,http://www.cs.cornell.edu/~tanzeem,https://dblp.org/pers/hd/c/Choudhury:Tanzeem,hci
34,Lillian Lee,19.0,7.1,Cornell University,http://www.cs.cornell.edu/home/llee,https://dblp.org/pers/hd/l/Lee:Lillian,nlp
35,Karthik Sridharan,18.0,5.3,Cornell University,http://www.cs.cornell.edu/~sridharan,https://dblp.org/pers/hd/s/Sridharan:Karthik,ml
36,Noah StephensDavidowitz,18.0,6.9,Cornell University,http://www.noahsd.com,https://dblp.org/pers/hd/s/Stephens=Davidowitz:Noah,theory
36,Noah StephensDavidowitz,18.0,6.9,Cornell University,http://www.noahsd.com,https://dblp.org/pers/hd/s/Stephens=Davidowitz:Noah,crypto
37,va Tardos,18.0,6.8,Cornell University,http://www.cs.cornell.edu/~eva,https://dblp.org/pers/hd/t/Tardos:%3DEacute%3Dva,ecom
38,Fei Wang,17.0,3.2,Cornell University,https://wcm-wanglab.github.io/index.html,https://dblp.org/pers/hd/w/Wang_0001:Fei,ai
39,Siddhartha Banerjee,17.0,5.3,Cornell University,https://people.orie.cornell.edu/sbanerjee,https://dblp.org/pers/hd/b/Banerjee:Siddhartha,metrics
40,David M Mimno,17.0,5.7,Cornell University,https://mimno.infosci.cornell.edu,https://dblp.org/pers/hd/m/Mimno:David_M%3D,nlp
40,David M Mimno,17.0,5.7,Cornell University,https://mimno.infosci.cornell.edu,https://dblp.org/pers/hd/m/Mimno:David_M%3D,ml
41,Mor Naaman    Tech,17.0,4.4,Cornell University,http://infosci.cornell.edu/faculty/mor-naaman,https://dblp.org/pers/hd/n/Naaman:Mor,hci
42,Wen Sun,16.0,4.2,Cornell University,https://wensun.github.io,https://dblp.org/pers/hd/s/Sun_0002:Wen,ml
43,Joseph Y Halpern,16.0,7.3,Cornell University,https://www.cs.cornell.edu/home/halpern,https://dblp.org/pers/hd/h/Halpern:Joseph_Y%3D,ai
44,Lorenzo Alvisi,15.0,2.7,Cornell University,http://www.cs.utexas.edu/~lorenzo,https://dblp.org/pers/hd/a/Alvisi:Lorenzo,networks
44,Lorenzo Alvisi,15.0,2.7,Cornell University,http://www.cs.utexas.edu/~lorenzo,https://dblp.org/pers/hd/a/Alvisi:Lorenzo,os
45,Shiri Azenkot    Tech,14.0,3.6,Cornell University,https://tech.cornell.edu/people/shiri-azenkot,https://dblp.org/pers/hd/a/Azenkot:Shiri,hci
46,Tapomayukh Bhattacharjee,14.0,3.6,Cornell University,http://www.tapomayukh.com,https://dblp.org/pers/hd/b/Bhattacharjee:Tapomayukh,robotics
47,Eshan Chattopadhyay,14.0,5.2,Cornell University,https://www.cs.cornell.edu/~eshan,https://dblp.org/pers/hd/c/Chattopadhyay:Eshan,theory
48,Madeleine Udell,14.0,4.7,Cornell University,https://people.orie.cornell.edu/mru8,https://dblp.org/pers/hd/u/Udell:Madeleine,ml
49,Christopher Batten,13.0,3.3,Cornell University,http://www.csl.cornell.edu/~cbatten,https://dblp.org/pers/hd/b/Batten:Christopher,arch
50,David Bindel,13.0,3.4,Cornell University,http://www.cs.cornell.edu/~bindel,https://dblp.org/pers/hd/b/Bindel:David,ml
51,Arpita Ghosh,13.0,5.6,Cornell University,http://www.arpitaghosh.com,https://dblp.org/pers/hd/g/Ghosh:Arpita,ecom
51,Arpita Ghosh,13.0,5.6,Cornell University,http://www.arpitaghosh.com,https://dblp.org/pers/hd/g/Ghosh:Arpita,web
51,Arpita Ghosh,13.0,5.6,Cornell University,http://www.arpitaghosh.com,https://dblp.org/pers/hd/g/Ghosh:Arpita,ir
52,Dexter Kozen,13.0,4.0,Cornell University,http://www.cs.cornell.edu/~kozen,https://dblp.org/pers/hd/k/Kozen:Dexter,logic
52,Dexter Kozen,13.0,4.0,Cornell University,http://www.cs.cornell.edu/~kozen,https://dblp.org/pers/hd/k/Kozen:Dexter,pl
53,Volodymyr Kuleshov    Tech,13.0,5.6,Cornell University,http://web.stanford.edu/~kuleshov,https://dblp.org/pers/hd/k/Kuleshov:Volodymyr,ml
54,Ramin Zabih    Tech,13.0,3.1,Cornell University,http://www.cs.cornell.edu/rdz,https://dblp.org/pers/hd/z/Zabih:Ramin,vision
55,Erik Andersen,12.0,2.9,Cornell University,http://www.cs.cornell.edu/~eland,https://dblp.org/pers/hd/a/Andersen_0001:Erik,hci
56,John E Hopcroft,12.0,2.6,Cornell University,http://www.cs.cornell.edu/jeh,https://dblp.org/pers/hd/h/Hopcroft:John_E%3D,ml
57,Adrian Sampson,12.0,2.7,Cornell University,http://adriansampson.net,https://dblp.org/pers/hd/s/Sampson:Adrian,arch
58,Abe Davis,11.0,2.9,Cornell University,http://abedavis.com,https://dblp.org/pers/hd/d/Davis:Abe,graphics
58,Abe Davis,11.0,2.9,Cornell University,http://abedavis.com,https://dblp.org/pers/hd/d/Davis:Abe,vision
59,Malte F Jung,11.0,2.6,Cornell University,http://infosci.cornell.edu/faculty/malte-jung,https://dblp.org/pers/hd/j/Jung:Malte_F%3D,hci
60,Phoebe Sengers,10.0,2.9,Cornell University,http://www.cs.cornell.edu/people/sengers,https://dblp.org/pers/hd/s/Sengers:Phoebe,hci
61,Rajalakshmi Nandakumar    Tech,9.0,2.5,Cornell University,https://tech.cornell.edu/people/rajalakshmi-nandakumar,https://dblp.org/pers/hd/n/Nandakumar:Rajalakshmi,mobile
61,Rajalakshmi Nandakumar    Tech,9.0,2.5,Cornell University,https://tech.cornell.edu/people/rajalakshmi-nandakumar,https://dblp.org/pers/hd/n/Nandakumar:Rajalakshmi,hci
62,Alexandra Silva,8.0,1.7,Cornell University,http://www.cs.ucl.ac.uk/people/A.Silva.html,https://dblp.org/pers/hd/s/Silva_0001:Alexandra,pl
62,Alexandra Silva,8.0,1.7,Cornell University,http://www.cs.ucl.ac.uk/people/A.Silva.html,https://dblp.org/pers/hd/s/Silva_0001:Alexandra,logic
63,Marten  Schijndel,8.0,3.8,Cornell University,https://vansky.github.io,https://dblp.org/pers/hd/s/Schijndel:Marten_van,van
63,Marten  Schijndel,8.0,3.8,Cornell University,https://vansky.github.io,https://dblp.org/pers/hd/s/Schijndel:Marten_van,nlp
64,Hakim Weatherspoon,8.0,1.9,Cornell University,http://www.cs.cornell.edu/~hweather,https://dblp.org/pers/hd/w/Weatherspoon:Hakim,networks
65,Owolabi Legunsen,7.0,1.4,Cornell University,https://www.cs.cornell.edu/~legunsen,https://dblp.org/pers/hd/l/Legunsen:Owolabi,se
66,Robbert  Renesse,7.0,1.2,Cornell University,https://www.cs.cornell.edu/home/rvr,https://dblp.org/pers/hd/r/Renesse:Robbert_van,van
66,Robbert  Renesse,7.0,1.2,Cornell University,https://www.cs.cornell.edu/home/rvr,https://dblp.org/pers/hd/r/Renesse:Robbert_van,networks
66,Robbert  Renesse,7.0,1.2,Cornell University,https://www.cs.cornell.edu/home/rvr,https://dblp.org/pers/hd/r/Renesse:Robbert_van,security
67,Jos F Martnez,6.0,1.8,Cornell University,http://www.csl.cornell.edu/~martinez,https://dblp.org/pers/hd/m/Mart=iacute=nez:Jos%3Deacute%3D_F%3D,arch
68,Cheng Zhang,5.0,0.6,Cornell University,https://infosci.cornell.edu/content/zhang-0,https://dblp.org/pers/hd/z/Zhang_0011:Cheng,hci
69,Guy Hoffman,5.0,1.7,Cornell University,http://guyhoffman.com,https://dblp.org/pers/hd/h/Hoffman:Guy,robotics
69,Guy Hoffman,5.0,1.7,Cornell University,http://guyhoffman.com,https://dblp.org/pers/hd/h/Hoffman:Guy,hci
70,Deborah Estrin    Tech,4.0,0.6,Cornell University,http://tech.cornell.edu/people/deborah-estrin,https://dblp.org/pers/hd/e/Estrin:Deborah,web
70,Deborah Estrin    Tech,4.0,0.6,Cornell University,http://tech.cornell.edu/people/deborah-estrin,https://dblp.org/pers/hd/e/Estrin:Deborah,ir
71,J Gregory Morrisett    Tech,4.0,0.9,Cornell University,http://www.cs.cornell.edu/~jgm,https://dblp.org/pers/hd/m/Morrisett:J%3D_Gregory,pl
72,David H Albonesi,3.0,0.6,Cornell University,http://www.csl.cornell.edu/~albonesi,https://dblp.org/pers/hd/a/Albonesi:David_H%3D,arch
73,Robert L Constable,3.0,1.6,Cornell University,http://www.cs.cornell.edu/home/rc,https://dblp.org/pers/hd/c/Constable:Robert_L%3D,logic
74,David B. Shmoys,3.0,1.0,Cornell University,https://people.orie.cornell.edu/shmoys,https://dblp.org/pers/hd/s/Shmoys:David_B%3D,unknown
75,Anil Damle,2.0,0.5,Cornell University,https://www.cs.cornell.edu/~damle,https://dblp.org/pers/hd/d/Damle:Anil,ml
76,David P. Williamson,2.0,0.8,Cornell University,http://www.orie.cornell.edu/people/profile.cfm?netid=dw36,https://dblp.org/pers/hd/w/Williamson:David_P%3D,unknown
77,Erik Andersen,1.0,0.2,Cornell University,http://www.cs.cornell.edu/~eland,https://dblp.org/pers/hd/a/Andersen:Erik,unknown
78,Kenneth P. Birman,1.0,0.2,Cornell University,http://www.cs.cornell.edu/ken,https://dblp.org/pers/hd/b/Birman:Kenneth_P%3D,unknown
79,Donald P. Greenberg,1.0,0.2,Cornell University,http://aap.cornell.edu/people/donald-greenberg,https://dblp.org/pers/hd/g/Greenberg:Donald_P%3D,unknown
80,Giulia Guidi,1.0,0.2,Cornell University,https://giuliaguidi.github.io,https://dblp.org/pers/hd/g/Guidi:Giulia,unknown
81,Helen Nissenbaum  [  Tech  ],1.0,0.1,Cornell University,https://nissenbaum.tech.cornell.edu,https://dblp.org/pers/hd/n/Nissenbaum:Helen,unknown
0,Sergey Levine,229.0,52.0,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~svlevine,https://dblp.org/pers/hd/l/Levine:Sergey,ml
1,Pieter Abbeel,186.0,42.3,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~pabbeel,https://dblp.org/pers/hd/a/Abbeel:Pieter,ml
1,Pieter Abbeel,186.0,42.3,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~pabbeel,https://dblp.org/pers/hd/a/Abbeel:Pieter,robotics
2,Trevor Darrell,160.0,34.0,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~trevor,https://dblp.org/pers/hd/d/Darrell:Trevor,vision
3,Michael I Jordan,111.0,28.6,Univ of California  Berkeley,http://www.cs.berkeley.edu/~jordan,https://dblp.org/pers/hd/j/Jordan:Michael_I%3D,ml
4,Jitendra Malik,107.0,26.7,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~malik,https://dblp.org/pers/hd/m/Malik:Jitendra,vision
5,Ion Stoica,94.0,17.3,Univ of California  Berkeley,http://www.cs.berkeley.edu/~istoica,https://dblp.org/pers/hd/s/Stoica:Ion,networks
6,Alexei A Efros,78.0,18.9,Univ of California  Berkeley,http://www.eecs.berkeley.edu/~efros,https://dblp.org/pers/hd/e/Efros:Alexei_A%3D,vision
7,Kenneth Y Goldberg,72.0,11.6,Univ of California  Berkeley,http://goldberg.berkeley.edu,https://dblp.org/pers/hd/g/Goldberg:Kenneth_Y%3D,robotics
8,Joseph Gonzalez,59.0,9.2,Univ of California  Berkeley,http://www.cs.berkeley.edu/~jegonzal,https://dblp.org/pers/hd/g/Gonzalez_0001:Joseph,ml
9,Anca D Dragan,55.0,14.7,Univ of California  Berkeley,http://www.eecs.berkeley.edu/~anca,https://dblp.org/pers/hd/d/Dragan:Anca_D%3D,robotics
9,Anca D Dragan,55.0,14.7,Univ of California  Berkeley,http://www.eecs.berkeley.edu/~anca,https://dblp.org/pers/hd/d/Dragan:Anca_D%3D,ml
10,Kurt Keutzer,50.0,8.4,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~keutzer,https://dblp.org/pers/hd/k/Keutzer:Kurt,vision
10,Kurt Keutzer,50.0,8.4,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~keutzer,https://dblp.org/pers/hd/k/Keutzer:Kurt,ml
10,Kurt Keutzer,50.0,8.4,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~keutzer,https://dblp.org/pers/hd/k/Keutzer:Kurt,ai
11,Ronald S Fearing,45.0,14.7,Univ of California  Berkeley,https://robotics.eecs.berkeley.edu/~ronf,https://dblp.org/pers/hd/f/Fearing:Ronald_S%3D,robotics
12,Sanjam Garg,44.0,13.0,Univ of California  Berkeley,http://www.cs.berkeley.edu/~sanjamg,https://dblp.org/pers/hd/g/Garg:Sanjam,crypto
13,Claire J Tomlin,42.0,12.1,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~tomlin,https://dblp.org/pers/hd/t/Tomlin:Claire_J%3D,robotics
14,Vern Paxson,41.0,7.7,Univ of California  Berkeley,http://www.icir.org/vern,https://dblp.org/pers/hd/p/Paxson:Vern,security
15,Bjrn Hartmann,40.0,8.9,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~bjoern,https://dblp.org/pers/hd/h/Hartmann:Bj%3Douml%3Drn,hci
16,Sanjit A Seshia,40.0,10.5,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~sseshia,https://dblp.org/pers/hd/s/Seshia:Sanjit_A%3D,logic
17,Stuart Russell,38.0,9.8,Univ of California  Berkeley,http://www.cs.berkeley.edu/~russell,https://dblp.org/pers/hd/r/Russell_0001:Stuart,ml
18,Peter L Bartlett,36.0,10.5,Univ of California  Berkeley,http://www.stat.berkeley.edu/~bartlett,https://dblp.org/pers/hd/b/Bartlett:Peter_L%3D,ml
19,Scott Shenker,36.0,6.2,Univ of California  Berkeley,https://www.eecs.berkeley.edu/Faculty/Homepages/shenker.html,https://dblp.org/pers/hd/s/Shenker:Scott,networks
20,Angjoo Kanazawa,33.0,7.4,Univ of California  Berkeley,http://people.eecs.berkeley.edu/~kanazawa,https://dblp.org/pers/hd/k/Kanazawa:Angjoo,vision
21,Aditya G Parameswaran,31.0,7.4,Univ of California  Berkeley,https://cs.illinois.edu/directory/profile/adityagp,https://dblp.org/pers/hd/p/Parameswaran:Aditya_G%3D,db
22,Yi Ma,30.0,7.1,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~yima,https://dblp.org/pers/hd/m/Ma_0001:Yi,vision
22,Yi Ma,30.0,7.1,Univ of California  Berkeley,https://people.eecs.berkeley.edu/~yima,https://dblp.org/pers/hd/m/Ma_0001:Yi,ml
23,Alvin Cheung,30.0,7.5,Univ of California  Berkeley,https://homes.cs.washington.edu/~akcheung,https://dblp.org/pers/hd/c/Cheung:Alvin,db
24,Raluca A Popa,30.0,6.7,Univ of California  Berkeley,http://www.eecs.berkeley.edu/~raluca,https://dblp.org/pers/hd/p/Popa:Raluca_A%3D,security
25,Benjamin Recht,30.0,7.2,Univ of California  Berkeley,http://www.eecs.berkeley.edu/~brecht,https://dblp.org/pers/hd/r/Recht:Benjamin,ml
